,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
318,1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,1151,3876,1
319,1,0,1,0,35,1,2,1,0,0,0,2,2,0,0,1,1,1123,4494,0
320,0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,947,5077,1
321,0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,543,5031,0
322,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,301,143,0
323,0,0,1,1,9,1,0,0,2,0,0,0,0,0,1,0,3,348,1436,0
324,1,0,0,0,69,0,1,0,2,2,0,2,2,2,2,1,0,544,4992,0
325,0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,1331,5461,0
326,0,1,1,0,11,1,0,1,0,0,0,2,2,0,0,1,2,954,2280,0
327,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,722,626,1
328,0,1,1,1,28,0,1,0,0,0,0,0,2,0,0,1,2,206,2433,0
329,0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,950,3175,0
330,0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,1,3,26,2032,0
331,0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,3,13,719,0
332,1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,1186,5106,0
333,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,784,1622,1
334,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,912,693,1
335,1,0,1,1,68,1,2,0,0,2,2,2,0,2,1,1,0,823,5523,1
336,0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,1367,5274,1
337,0,0,0,0,68,1,2,0,2,2,2,2,2,2,2,1,2,1056,5902,0
338,0,0,0,0,36,1,0,1,0,2,0,0,2,2,0,1,1,1184,4671,0
339,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,1344,6072,1
340,0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,452,3560,0
341,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,1010,5924,0
342,0,0,1,1,66,1,2,0,2,2,2,0,0,0,0,1,0,668,5146,0
343,1,0,0,0,63,1,0,2,1,1,1,1,1,1,1,0,3,39,2958,0
344,0,0,0,1,41,1,0,2,1,1,1,1,1,1,1,1,1,34,2253,0
345,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,755,324,0
346,0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,1101,743,1
347,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,18,2925,0
348,0,0,0,0,23,0,1,0,0,0,0,0,2,2,0,1,2,304,2456,0
349,0,1,1,0,64,1,0,1,2,2,2,0,0,2,1,0,0,1227,6010,0
350,1,0,1,1,37,1,2,0,2,0,2,2,0,0,2,1,1,591,3910,0
351,1,0,0,1,17,1,0,0,0,0,0,0,0,0,1,0,3,297,1940,0
352,0,1,0,0,7,1,0,1,0,0,0,0,2,2,0,1,2,1076,1752,0
353,1,0,1,1,4,1,2,1,0,2,2,0,0,0,0,1,0,991,1325,1
354,0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,263,2214,1
355,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,905,2220,1
356,0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,441,2289,0
357,1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,1380,6140,0
358,1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,157,2145,1
359,1,0,1,1,42,1,2,1,2,0,0,0,2,2,1,0,2,1229,4902,0
360,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,33,418,0
361,0,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,0,1258,4872,0
362,1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,382,4279,0
363,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,1,3,40,2387,0
364,1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,825,3019,0
365,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,1217,1589,1
366,1,0,1,0,23,1,0,0,2,0,0,0,0,2,0,1,0,542,3078,0
367,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,12,6,0
368,1,0,1,0,71,1,2,1,0,0,2,0,2,2,1,1,1,1255,6188,0
369,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,1510,6474,0
370,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,41,1957,0
371,1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,1008,785,1
372,1,0,0,1,24,0,1,0,2,0,0,2,0,0,2,0,3,204,2194,0
373,0,0,1,1,56,1,2,1,0,2,2,2,0,2,1,1,1,1276,5655,0
374,1,0,0,0,37,1,0,1,0,2,0,0,2,2,0,1,1,1210,4715,0
375,0,0,0,0,43,1,2,0,0,2,2,2,2,2,1,0,1,997,4722,0
376,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,99,64,0
377,0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,1374,4099,1
378,0,0,0,0,61,1,2,0,2,2,2,2,2,2,2,0,2,1086,5529,0
379,1,0,0,0,17,1,2,1,0,0,2,2,0,0,1,0,2,1030,3081,0
380,0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,1019,4543,0
381,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,389,198,1
382,1,1,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,624,5252,0
383,1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,1110,461,1
384,1,0,0,0,48,1,2,1,0,2,2,0,2,2,2,1,0,1433,5435,0
385,1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,28,879,1
386,0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,1004,5332,1
387,0,0,0,0,42,0,1,0,2,2,2,2,0,2,1,1,2,454,3956,0
388,1,0,0,0,44,1,2,1,0,0,2,0,0,2,0,1,3,1101,4933,0
389,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,285,129,0
390,0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,0,1200,4113,0
391,1,1,1,0,27,1,2,0,0,2,2,2,2,2,0,1,0,991,3929,0
392,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,291,449,0
393,0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,27,1308,0
394,0,1,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,1189,4858,0
395,0,0,0,0,66,1,2,0,2,2,2,2,2,2,2,1,1,1094,5820,0
396,1,1,1,0,33,1,2,1,2,0,2,2,2,2,0,1,0,1467,4738,0
397,0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,786,4070,1
398,1,1,0,0,33,0,1,0,0,0,2,2,2,2,0,1,2,451,3537,0
399,0,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,30,1413,0
400,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,24,1838,0
401,0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,1,30,964,0
402,1,0,1,1,69,1,2,1,0,0,2,0,2,2,0,1,1,1270,6205,1
403,0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,477,4810,0
404,1,0,0,0,20,1,0,2,1,1,1,1,1,1,2,1,3,23,1431,0
405,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,1,25,3173,0
406,1,0,1,1,60,1,2,1,2,0,2,0,2,0,1,1,0,1196,5753,0
407,1,1,1,1,32,1,0,1,0,2,0,0,2,2,0,1,3,1167,4266,0
408,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,27,20,1
409,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,21,14,1
410,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,927,950,1
411,0,0,1,0,46,1,2,2,1,1,1,1,1,1,1,1,0,81,2566,0
412,0,0,1,0,29,1,2,1,0,0,0,0,0,0,0,1,2,806,3811,0
413,1,0,0,0,51,1,2,1,0,2,2,2,0,0,0,1,2,1042,5130,0
414,0,1,1,0,48,1,0,1,0,0,0,0,0,0,0,1,0,728,4660,0
415,0,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,773,2757,0
416,1,0,1,0,70,1,2,1,0,2,2,2,0,2,2,1,0,1256,6156,0
417,0,0,1,1,40,1,2,2,1,1,1,1,1,1,2,1,3,88,2503,0
418,0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,961,3576,1
419,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,813,349,1
420,0,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,3,78,607,0
421,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,712,1628,0
422,1,0,0,1,29,1,2,1,0,2,2,2,0,2,1,0,1,1292,4248,0
423,1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,3,106,2634,0
424,0,0,0,0,10,0,1,0,2,2,2,0,0,0,0,0,0,255,1490,0
425,0,1,1,0,55,1,2,0,0,0,0,0,0,0,0,0,0,409,4252,0
426,1,1,1,0,52,1,2,1,0,2,2,0,2,2,1,1,0,1377,5552,0
427,0,0,1,1,10,1,2,1,0,0,0,0,0,2,0,0,2,1014,2245,0
428,1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,0,819,3060,0
429,0,0,1,0,68,1,2,0,2,0,0,2,0,0,1,0,0,511,4883,0
430,0,0,1,1,61,1,0,2,1,1,1,1,1,1,0,1,3,17,2736,1
431,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,632,5280,0
432,1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,2,428,576,0
433,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,313,1634,1
434,1,0,1,0,41,1,0,2,1,1,1,1,1,1,2,1,2,24,2305,0
435,0,0,0,0,26,0,1,0,0,0,2,2,2,0,0,1,1,294,2739,0
436,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,0,46,2008,0
437,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,1530,6517,0
438,1,0,1,0,35,1,2,1,0,0,0,2,0,2,0,1,0,1090,4448,0
439,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,460,223,0
440,0,0,1,1,16,1,2,1,2,0,2,2,2,2,0,1,2,1513,3614,0
441,0,1,0,0,49,1,2,1,2,0,0,0,2,2,0,0,1,1311,5438,0
442,0,0,1,0,54,1,2,1,2,2,2,2,2,2,1,1,3,1539,5859,0
443,0,0,0,1,18,1,2,0,2,0,0,0,0,2,0,0,2,624,2714,0
444,0,0,1,0,36,1,0,1,0,0,0,0,0,2,0,0,2,908,4314,0
445,0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,1393,5995,1
446,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,706,287,1
447,0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,1,0,93,2876,0
448,1,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,1183,2068,0
449,1,0,1,1,72,1,0,1,2,2,0,2,2,2,2,0,0,1385,6365,0
450,0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,0,3,86,3358,0
451,0,1,0,0,22,1,0,0,2,0,2,2,0,2,0,1,3,710,3261,0
452,1,0,1,0,60,0,1,0,0,2,2,2,2,2,0,1,0,547,4681,0
453,0,0,1,1,28,1,0,1,0,0,0,0,0,2,0,1,2,921,3873,1
454,0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,3,80,3099,0
455,0,0,0,0,24,1,2,1,0,2,2,0,2,2,0,1,2,1358,4050,0
456,1,0,1,1,28,1,0,1,0,2,2,2,2,0,1,0,0,1147,4220,0
457,0,0,1,1,30,1,0,0,0,2,2,2,2,2,2,0,0,916,3969,0
458,1,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,29,104,0
459,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,809,348,0
460,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,22,513,0
461,0,0,1,0,24,1,0,0,0,2,0,0,2,2,0,1,0,704,3327,0
462,1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,0,2,1304,1347,1
463,1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,1277,1922,1
464,1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,1558,6509,0
465,1,0,0,0,70,0,1,0,0,0,0,2,0,2,2,1,3,243,4235,0
466,1,1,1,0,64,1,2,1,0,0,2,2,2,2,2,0,2,1321,6046,0
467,1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,1087,6064,0
468,0,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,3,27,2264,0
469,0,0,1,1,13,1,0,0,0,0,0,0,0,2,0,0,2,478,2026,1
470,0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,42,1222,0
471,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,459,222,1
472,1,0,1,0,9,1,0,0,0,0,2,0,2,2,0,1,3,716,1731,0
473,1,0,1,0,24,1,0,0,2,0,0,2,0,0,0,0,3,431,2943,0
474,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,801,344,1
475,1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,905,3595,1
476,1,1,1,1,35,1,0,0,0,2,0,2,2,2,0,1,2,828,4207,0
477,0,0,1,1,7,1,0,0,2,2,2,2,2,0,0,1,2,821,1715,0
478,1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,1210,1503,1
479,0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,695,2453,1
480,1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,22,923,0
481,0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,311,3809,1
482,0,1,0,0,20,1,0,1,0,0,0,0,0,2,0,1,2,929,3385,0
483,0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,0,1441,6452,0
484,0,0,1,1,8,1,0,1,0,2,0,0,2,0,0,1,2,966,1939,1
485,1,0,1,1,72,1,2,1,0,0,0,0,0,2,2,1,1,985,5891,0
486,0,0,0,0,15,1,2,1,0,2,0,0,2,2,0,1,2,1284,3093,0
487,1,0,0,0,72,1,2,0,0,2,2,2,2,2,2,1,0,1065,5918,0
488,0,0,1,1,0,0,1,0,2,0,2,2,2,0,2,1,0,419,6530,0
489,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,794,339,1
490,1,0,1,1,63,1,2,1,0,2,2,0,2,2,2,1,0,1371,6070,0
491,0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,1,2,524,560,0
492,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,795,629,1
493,1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,609,4842,0
494,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,37,30,0
495,1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,280,2312,1
496,1,0,1,0,28,1,0,0,2,2,0,2,0,0,0,0,3,561,3513,0
497,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,25,3065,0
498,0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,124,604,1
499,0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,1275,2821,1
500,1,0,0,0,34,1,2,1,2,2,2,2,2,2,1,0,1,1562,4839,0
501,0,1,1,0,71,1,2,1,2,0,0,0,0,0,2,1,1,914,5685,0
502,0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,632,5172,0
503,0,0,1,1,52,1,0,1,2,0,2,2,0,0,0,1,0,976,5068,0
504,1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,889,5606,0
505,0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,1170,3508,1
506,1,0,0,1,11,1,2,1,0,0,2,0,0,0,0,1,3,860,2229,0
507,1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,1172,741,1
508,0,0,1,1,6,1,2,1,0,0,0,2,0,0,0,1,2,910,1609,1
509,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,26,19,0
510,1,1,1,1,20,1,0,1,2,0,2,2,0,2,1,0,1,1174,3550,0
511,1,0,0,0,61,1,2,1,2,0,2,0,2,2,0,1,2,1404,5951,0
512,0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,794,1236,1
513,0,0,0,0,56,1,2,1,0,2,0,2,2,2,0,1,0,1384,5795,0
514,1,0,0,0,30,1,2,1,2,2,2,2,0,0,0,1,1,1188,4262,0
515,1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,1371,4965,1
516,0,0,0,0,28,1,0,0,2,0,0,2,0,0,1,0,3,445,3262,0
517,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,716,1148,0
518,0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,811,3655,1
519,1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,1,30,1046,0
520,1,0,1,1,67,1,2,1,0,2,2,0,2,2,1,1,2,1383,6195,0
521,1,1,1,0,29,1,2,0,0,0,0,0,0,0,0,1,2,408,3139,0
522,1,0,1,1,55,1,2,1,0,0,0,0,0,2,0,0,0,1005,5244,0
523,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,819,3481,1
524,1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,1282,4626,1
525,1,0,0,0,52,1,0,1,2,0,2,0,2,0,1,0,2,1118,5256,0
526,1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,1554,6508,0
527,1,0,1,1,58,1,2,1,0,2,0,2,2,0,1,1,1,1182,5567,0
528,1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,3,21,1949,0
529,0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,1279,5701,0
530,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,1,51,1586,0
531,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,30,3007,0
532,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,899,765,0
533,1,1,1,1,68,1,2,1,0,0,2,2,2,2,1,1,1,1417,6308,0
534,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,995,428,1
535,1,0,0,0,12,1,2,1,0,0,2,0,2,0,0,1,2,1084,2492,0
536,0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,931,5415,0
537,0,0,1,1,33,1,0,0,2,2,2,0,0,0,1,1,3,514,3677,0
538,0,0,1,0,69,1,0,1,0,2,0,0,2,2,1,1,1,1201,6119,0
539,0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,912,5376,0
540,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,1516,6489,0
541,0,0,0,0,11,1,2,0,0,0,0,0,0,2,0,1,3,523,1798,0
542,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20,13,0
543,1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,0,1016,2201,1
544,1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,316,1789,1
545,1,0,1,1,34,1,0,1,0,0,0,0,0,2,1,1,0,879,4149,0
546,1,0,1,1,39,1,0,1,0,2,0,0,2,0,0,1,3,1021,4515,1
547,0,0,0,0,65,1,2,1,0,2,0,2,2,2,1,1,0,1376,6120,0
548,1,1,1,0,50,1,2,1,2,2,2,0,2,0,1,1,0,1317,5511,0
549,1,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,24,1170,0
550,1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,0,1475,6443,0
551,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,1552,6486,0
552,1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,0,16,2698,0
553,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,1,1,104,1627,0
554,1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,907,4115,1
555,0,0,1,1,56,1,2,0,2,0,2,0,0,2,1,1,0,690,4788,0
556,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,27,20,0
557,1,0,0,0,38,1,0,0,2,2,0,2,2,0,1,0,3,727,4186,0
558,1,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,2,719,2069,0
559,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,362,180,0
560,1,0,1,0,56,1,2,1,0,2,0,2,2,2,1,1,2,1419,5852,0
561,1,0,1,0,3,1,2,2,1,1,1,1,1,1,0,1,3,65,445,0
562,1,0,1,1,7,1,0,0,2,0,0,0,2,2,0,0,1,709,1630,0
563,1,0,1,1,59,1,2,1,0,0,2,0,2,2,2,1,1,1271,5773,0
564,1,0,0,0,7,1,0,0,0,0,2,2,2,0,0,0,0,614,1484,0
565,1,0,1,1,71,1,0,0,2,0,2,2,0,2,2,1,1,732,5388,0
566,1,0,1,1,15,1,0,1,2,0,0,2,2,2,1,0,2,1317,3383,0
567,1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,777,5547,0
568,0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,1286,4649,1
569,0,0,0,0,11,0,1,0,0,2,2,2,0,0,1,1,1,250,1439,0
570,0,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,1,14,2624,0
571,1,1,0,0,47,1,2,0,0,2,0,2,0,0,2,0,0,535,4211,0
572,0,0,0,0,11,1,0,0,0,0,2,2,0,2,1,0,1,626,1969,0
573,1,0,1,0,56,1,2,1,0,2,0,0,2,2,1,0,1,1287,5661,1
574,0,1,1,0,28,1,2,1,0,2,2,2,2,2,0,1,2,1485,4476,0
575,1,0,1,0,61,1,0,0,2,2,0,2,2,2,2,1,3,921,5264,0
576,1,0,1,1,31,1,2,1,2,0,2,0,2,0,1,0,0,1243,4401,0
577,1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,725,1790,0
578,1,1,1,0,35,1,2,1,2,2,0,0,0,2,0,1,2,1179,4560,0
579,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,22,109,0
580,0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,9,948,1
581,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,813,349,1
582,0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,1077,1263,1
583,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,9,3,0
584,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,29,257,0
585,0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,1009,435,1
586,1,0,0,0,52,1,0,0,2,2,0,0,2,0,2,1,1,596,4546,0
587,1,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,3,31,430,0
588,1,0,1,0,72,1,2,1,2,2,2,0,0,2,2,1,2,1264,6319,0
589,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,1101,6087,0
590,1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,1502,6465,0
591,1,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,2,90,2726,0
592,1,0,1,1,63,1,2,0,2,2,2,0,2,2,2,0,1,965,5572,0
593,1,0,0,0,30,1,0,1,2,2,2,0,0,0,0,1,1,981,4016,0
594,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,317,156,0
595,0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,576,1998,1
596,1,0,0,0,16,0,1,0,2,2,2,2,2,0,2,0,3,456,2331,0
597,1,0,0,0,4,1,2,0,0,0,0,2,0,2,0,0,3,639,960,0
598,1,0,1,0,51,1,2,1,0,2,0,0,0,2,1,1,1,1100,5198,0
599,1,0,1,0,65,1,0,2,1,1,1,1,1,1,2,1,1,37,3090,0
600,1,0,0,0,16,1,0,1,0,0,0,2,0,0,0,1,1,798,2718,0
601,1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,28,169,0
602,0,0,1,1,66,1,2,1,0,0,0,0,0,0,1,1,0,792,5316,0
603,1,0,0,0,46,1,2,1,0,2,2,2,2,2,2,0,2,1444,5348,0
604,0,0,0,0,32,1,2,1,2,0,2,2,2,2,1,1,0,1460,4692,0
605,1,0,1,0,72,1,2,0,2,0,2,2,2,2,2,0,1,1028,5877,0
606,1,0,1,1,38,1,0,0,2,0,2,2,2,2,2,0,1,920,4402,0
607,1,0,0,1,51,1,0,0,0,0,0,2,0,0,1,0,1,339,3961,0
608,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,1537,6494,0
609,0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,1380,6133,1
610,1,0,1,1,9,0,1,0,0,2,0,0,0,0,0,1,2,144,999,1
611,0,0,1,1,9,1,0,0,2,2,2,2,0,0,0,0,3,628,1903,1
612,1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,3,40,3000,0
613,0,1,0,0,44,1,2,1,2,2,2,0,2,2,1,1,1,1465,5318,0
614,1,0,0,0,50,1,2,0,0,0,2,2,0,2,2,0,0,705,4587,0
615,0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,3,353,1847,0
616,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,1,97,804,0
617,0,1,0,0,66,1,2,1,0,0,2,2,2,2,1,1,1,1333,6190,0
618,0,0,0,0,57,1,2,1,2,2,0,2,0,0,0,1,0,1045,5335,0
619,0,0,0,0,7,1,2,1,0,2,0,0,0,0,0,1,0,871,1647,0
620,1,1,1,1,10,0,1,0,0,0,0,0,0,2,0,1,0,182,1300,0
621,0,0,0,0,62,1,2,1,2,2,2,0,0,0,1,1,2,1133,5729,0
622,1,0,1,1,40,1,0,1,0,0,2,0,2,0,1,1,2,996,4554,0
623,0,0,0,0,20,1,0,2,1,1,1,1,1,1,2,0,3,23,1393,0
624,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,0,29,622,1
625,0,0,1,0,25,1,0,1,0,0,0,2,2,2,0,1,2,1191,3983,0
626,1,0,1,0,23,1,2,1,0,2,2,0,0,0,0,0,2,980,3685,0
627,0,1,1,0,66,1,2,1,0,2,2,0,2,2,1,0,1,1367,6138,0
628,0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,0,2,1499,6439,0
629,1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,1094,5175,1
630,1,1,1,1,43,1,2,1,0,2,2,2,2,2,0,1,0,1483,5233,1
631,0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,0,459,4040,0
632,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,1090,6053,0
633,1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,36,771,0
634,0,0,0,0,40,0,1,0,2,0,0,2,2,2,1,1,0,450,3879,0
635,0,0,1,1,65,1,2,1,0,2,2,0,2,2,0,1,2,1385,6194,1
636,1,0,0,0,31,1,0,1,0,0,2,2,2,2,2,0,0,1270,4421,0
637,0,0,1,0,68,1,2,0,2,2,2,2,0,0,2,0,1,733,5355,0
638,1,1,1,1,56,1,2,1,2,0,2,0,2,2,1,1,0,1366,5748,1
